name,long_description,short_description
pidgey,"Marrón, Pidgey es un ave Pokémon de color marrón y crema, y con un pequeño pico y patas fuertes. Su aspecto y colores se asemejan al de un ampelis americano, también recuerda al gorrión molinero. Las alas cortas y robustas de Pidgey le ayudan a volar con facilidad entre las ramas de los árboles, agitándolas rápidamente provoca ráfagas de arena e incluso pequeños tornados que les sirven para ahuyentar a sus enemigos y evitar los problemas. Su pico corto y afilado es muy útil para atrapar pequeños Pokémon gusano, como Caterpie o Wurmple, sus presas principales, extrañamente ignoran a los Venonat.",
pidove,"Gris, Pidove está basado en un pichón de paloma. Tiene un diseño de un corazón en la cara encima de su pico y en su abdomen, cosa que proviene de un juego de palabras de su nombre japonés, ya que 鳩 hato (paloma) y ハート hāto (corazón) se pronuncian muy similar.",
pignite,"Rojo, Pignite está basado en un cerdo de color naranja oscuro y un luchador de lucha libre. Su piel tiene tonos negros con una especie de detalles de oro. Unos pequeños colmillos sobresalen de su mandíbula inferior. En la parte baja de su torso, como se puede ver, tiene la piel oscura con detalles dorados, lo que podría simular un mono de luchador, aumentando más su parecido con uno de estos.",
pikachu,"Amarillo, Pikachu almacena una gran cantidad de electricidad en las bolsas que tiene en sus mejillas. Estas parecen cargarse eléctricamente durante la noche mientras duerme. Las mejillas de Pikachu también pueden ser recargadas mediante una descarga eléctrica dada por otro Pikachu o a veces suelta unas pequeñas descargas cuando se acaba de despertar.",
pikipek,"Negro, Pikipek está basado en un pito crestado.",
piloswine,"Marrón, Piloswine es un Pokémon parecido a un jabalí o a un cerdo ciego con grandes orejas y abundancia de pelaje. Aunque lo más probable es que esté basado en un jabalí, también tiene similitud a un pariente extinto de este llamado entelodon debido a su tamaño y a que evolucionan con poder pasado. ",
pincurchin,"Morado, Pincurchin está basado en un erizo de mar y en un cojín de alfileres. Posee un pequeño y ovalado cuerpo oscuro cubierto de las púas que lo rodean. Tiene unos pequeños ojos amarillos, un redondeado hocico también amarillo, y unos dientes afilados.",
pineco,"Gris, Este Pokémon casi siempre se puede encontrar colgado de los árboles por medio de un hilo que hace con un fluido que se solidifica instantáneamente cuando toca el aire. Después de quedarse colgando no se mueve mucho, espera pacientemente que algún bicho pase cerca de él para capturarlo, esta es su principal fuente de alimento.",
pinsir,"Marrón, Pinsir está basado en un ciervo volante, es un Pokémon insecto que habita en los bosques que contienen árboles de savia, ya que se alimenta de ésta. Es un Pokémon con un temperamento fuerte, que posee unas largos cuernos en forma de pinzas afiladas, cubiertos de pinchos en la parte superior de su cabeza que permite el corte de las ramas, y con su boca que contiene más de 20 dientes pequeños. Extrae la savia con su poderosa mandíbula. ",
piplup,"Azul, Piplup está basado en una cría de pingüino emperador. Sus colores son un celeste y azul intenso y tiene dos botones blancos colocados en su vientre. Este aspecto parece indicar que tiene influencia de un pingüino azul.",
plusle,"Amarillo, Este Pokémon suele aumentar su poder si se usa en equipo con Minun, ya que forman la pareja ideal. Su rasgo característico son sus mejillas rojas con un signo + color crema al igual que su cola. Además, se dice que este Pokémon levanta el ánimo, y es muy dulce. Al igual que Pikachu, puede sentarse en la cabeza o en los hombros de alguien. Plusle siempre se preocupa mucho por sus amigos y les ayuda dentro de lo posible. Tiene un gran sentido del liderazgo, que lo impulsa a ejercer el papel de jefe en un grupo.",
poipole,"Morado, Poipole está basado en una larva de avispa o abeja y en una jeringuilla. Poipole es un Pokémon de tamaño pequeño, con una cabeza grande bastante desproporcionada al tamaño de su cuerpo. En ella se encuentran tres aguijones metálicos, dos en los lados y el de mayor tamaño en el centro. En sus ojos y boca se evidencia la emisión de un brillo de color azul pálido. En sus diminutas extremidades no se pueden apreciar la presencia de dedos. Su larga cola posee una pequeña púa en la punta. La parte inferior de los aguijones, su rostro y parte de su cuerpo se caracterizan por ser fucsias.",
politoed,"Verde, Politoed está basado en una rana arbórea, concretamente en una rana arbórea japonesa. Su cuerpo es verde, con una extraño mechón de pelo azul sobre su cabeza y mofletes rosados. Al igual que sus preevoluciones posee un patrón en espiral en su barriga, aunque esta vez es un dibujo en la piel y no los intestinos visibles a través de la piel transparente.",
poliwag,"Azul, Poliwag tiene el aspecto de un renacuajo incompleto azulado, es decir, que solo tiene patas y cola. Además, posee un dibujo en la panza en forma de espiral. Tiene una boca pequeña en proporción al cuerpo.",
poliwhirl,"Azul, Cuando Poliwag evoluciona a Poliwhirl, la espiral de su vientre cambia de sentido y desaparecen la cola y la boca. Aun así, posee la capacidad de producir sonidos. Poliwhirl esta aun basado en un renacuajo, solo que más desarrollado que su preevolución, con un cuerpo con mayor musculatura que le permite mantenerse más tiempo en tierra firme, sin embargo sigue prefiriendo estar en el agua. Su piel es muy esponjosa, mientras que la parte de su espiral es muy suave.",
poliwrath,"Azul, Cuando Poliwhirl evoluciona en Poliwrath su semblante cambia totalmente, ganando el subtipo lucha cosa que lo hace mucho más intimidante. Es un Pokémon que se caracteriza por su alto rendimiento físico, siendo capaz de nadar mares ida y vuelta sin agotarse, ganándole con suma facilidad a cualquier nadador humano. Aunque pasa la mayor parte de su vida en tierra, sus grandes músculos nunca se cansan cuando nada, pudiendo cruzar grandes océanos un par de veces sin esforzarse, haciendo uso de sus brazos y piernas puede mantenerse en la superficie del agua por medio segundo. Al nadar suele usar varios estilos como el crol, de braza o el mariposa. En Alola los niños suelen imitarlo para aprender a nadar. Debido a su condición física este Pokémon es 100% musculo, manteniendo un 0% de grasa en su cuerpo. Sus fuertes manos son capaces de pulverizar una roca de un puñetazo, en zonas heladas las usa para abrirse paso por el hielo mientras nada. Además de ser un excelente nadador es un excelente artista marcial dominando varios artes. A pesar de ser un gran nadador, sus músculos no están desarrollados para correr en tierra firme.",
polteageist,"Morado, Polteageist está basado en una tetera, en un poltergeist y en los genios que habitan en el interior de lámparas mágicas. ",
ponyta,"Amarillo, Ponyta está basado en un poni, así como también en los caballos ígneos presentes en la mitología, como los que tiran del carro del dios griego Helios.",
poochyena,"Gris, Poochyena es un pequeño Pokémon basado en una cría de hiena parda o de hiena rayada, a partir de que los patrones de colores son similares, aunque podría también estar basado o tener influencias de algún cánido. Sus dientes caninos inferiores salen de su hocico, tiene una nariz roja, rostro, patas y vientre negros, y el resto de su pelaje de color grisáceo.",
popplio,"Azul, Popplio está basado en un león marino de la familia de los pinnípedos y en un payaso de circo. Su piel es de color azul oscuro. Alrededor del cuello posee una membrana de color azul claro que se asemeja a una gorguera, la cual, junto a con su hocico blanco y nariz roja, le dan la apariencia similar a la de un león marino de circo. El Pokémon tiene cuatro aletas, las delanteras son más grandes que las traseras, y estas tienen marcas blancas que separan sus dedos.",
porygon,"Rosa, Porygon posee una forma física similar a la de un pato o grulla y es el primer Pokémon creado artificialmente. Porygon es un Pokémon que despierta cierta controversia en los entrenadores de la vieja escuela, ya que el hecho de que sea un Pokémon creado por el hombre y que pueda comprarse en algunas tiendas causa cierta mezcla de miedo/rechazo.",
porygon2,"Rojo, Porygon2 es la versión avanzada de Porygon. Porygon2 es de tamaño mediano y tiene forma de pato. Su cuerpo es de color rojo con azul en el pecho y las extremidades, su cola y pico son azules.",
primarina,"Azul, Primarina está basado en un león marino, así como en una sirena y una cantante de ópera.",
primeape,"Marrón, Al igual que Mankey, Primeape está basado en un primate. Al evolucionar pierde la cola, pero adquiere unos grilletes negros en las muñecas y los tobillos además de prominentes músculos en sus extremidades en las que pierde el pelo.",
prinplup,"Azul, Prinplup es un Pokémon pingüino de diferentes tonos de color azul, cuyo aspecto físico recuerda a un Pingüino de penacho amarillo. Es en su mayoría de color azul oscuro, pero tiene de color azul claro las marcas faciales, las puntas de las alas, y la parte inferior del cuerpo. Sus ojos son de color azul y tiene un pico corto de color amarillo del cual salen dos crestas grandes, también de color amarillo que se extienden desde el pico hasta la parte posterior de su cabeza y se terminan en la nuca. En su cuerpo hay cuatro grandes círculos blancos que se asemejan a unos botones. Sus brazos son alas largas que terminan en forma de punta. Tiene patas cortas de color amarillo, y sus pies tienen tres dedos.",
probopass,"Gris, Probopass esta basado en un Moái de la Isla Rapa Nui, Chile, vestido con un cilindro rojo llamado Pukao y con ojos de coral, elementos que pertenecían a las estatuas Moái antes de ser deteriorados por el tiempo y las guerras de la población rapanui. ",
psyduck,"Amarillo, Psyduck está basado en un pato. Este Pokémon bípedo de tonalidad amarilla posee un enorme pico ancho, un par de ojos con una mirada perdida y tres pelos en la cabeza. Sus patas delanteras tienen tres garras con las que puede llegar a rasguñar a sus oponentes, generalmente las usa para sostener su cabeza, sus patas traseras son palmeadas. Posee una pequeña cola amarrilla.",
pumpkaboo,"Marrón, Pumpkaboo está basado en una pequeña calabaza rosada con dos agujeros donde sale luz y su cabeza o tallo parece tener forma de murciélago. Ambos son elementos simbólicos de la festividad Halloween. En la parte superior o tallo se encuentran dos puntos amarillos (sus ojos) y una pequeña boca con un par de colmillos.",
pupitar,"Gris, Pupitar, a pesar de llevar un caparazón al igual que Metapod, no tienen ni punto de comparación: Pupitar es muy rápido y destaca en ataque, defensa y vitalidad; un ataque golpe suyo a toda velocidad puede llegar a derribar una montaña de arena. ",
purrloin,"Morado, Purrloin está basado en un gato negro y en un ladrón. Su cola tiene forma de hoz lo que le da un aspecto más peligroso.",
purugly,"Gris, Purugly es un Pokémon intimidante y de gran tamaño. Siempre busca la forma más vil o más corriente de atrapar sus presas, que suelen ser Rattata, Pidgey y algún Staravia. Los Purugly suelen ser ariscos, pero si se les entrena bien pueden llegar a ser grandes luchadores. Se les conoce por ser muy fieles a sus entrenadores, pero a veces se tornan algo dominantes debido a su gran tamaño, motivo por el cual pueden ser también algo impertinentes con los demás Pokémon. Su hábitat natural son los bosques y las praderas, donde suelen cazar a sus presas tanto el día como la noche, aunque suelen cazar más a la nocturnidad. Se asemeja mucho a los felinos salvajes no solo por su físico sino también por la forma de cazar, su temperamento y también por ser muy aseados. Aunque es posible ver a Purugly de noche, también es frecuente verlos por el día de caza. Tienen una vista y oídos muy desarrollados. Pueden oír pisadas a gran distancia y contando sólo con la luz de las estrellas Purugly puede tener una gran visibilidad del terreno.",
